PersonID,Name,EmploymentHistory,Gender,Generation,Age,Multiple Doctoral Degrees,Multiple Master's Degrees,Multiple Bachelor's Degrees,Doctorate Area of Study,Pathway,Years in Presidency,Provost or Dean,Sector,Size Category,Research Expenses Per FTE,Endowment Value Per FTE,Carnegie Classification,Land Grant,president
117,"Keizs, Marcia V. ",Y,Female,Not available,Not available,Yes,Yes,Yes,Social Science,Traditionalist,11-15,Provost,"Public, 4-year or above","5,000 - 9,999",$.1K - $1K,$.1K - $1K,Baccalaureate Colleges: Diverse Fields,Not a Land Grant Institution,University Presidents
118,"Quigley, Kenneth K , Jr",Y,Male,Not available,Not available,Yes,No,Yes,Not available,Traditionalist,15+,Not available,"Private not-for-profit, 4-year or above","1,000 - 4,999",$0K - $.1K,$10K - $100K,Master's Colleges & Universities: Medium Programs,Not a Land Grant Institution,University Presidents
120,"Olson, Gary A. ",Y,Male,Not available,Not available,Yes,Yes,Yes,Not available,Traveler,4-6,Provost,"Private not-for-profit, 4-year or above","1,000 - 4,999",$0K - $.1K,$1K - $10K,Master's Colleges & Universities: Larger Programs,Not a Land Grant Institution,University Presidents
121,"Novak, Amy C. ",Y,Female,Generation X,40-49,Yes,Yes,Yes,Other Applied,Traditionalist,4-6,Provost,"Private not-for-profit, 4-year or above","Under 1,000",$.1K - $1K,$10K - $100K,Baccalaureate Colleges: Diverse Fields,Not a Land Grant Institution,University Presidents
122,"Wright, Adam C. ",Y,Male,Baby Boomers,60-69,Yes,Yes,Yes,Other Applied,Traveler,0-3,Dean,"Private not-for-profit, 4-year or above","5,000 - 9,999",$0K - $.1K,$10K - $100K,Doctoral Universities: Moderate Research Activity,Not a Land Grant Institution,University Presidents
125,"Venable, Margaret H. ",Y,Female,Generation X,50-59,Yes,Yes,Yes,Other Applied,Traditionalist,0-3,Provost,"Public, 4-year or above","5,000 - 9,999",$0K - $.1K,$1K - $10K,Baccalaureate/Associate's Colleges: Mixed Baccalaureate/Associate's,Not a Land Grant Institution,University Presidents
126,"Hanlon, Philip J.  '77",Y,Male,Baby Boomers,60-69,Yes,No,Yes,Not available,Traditionalist,4-6,Provost,"Private not-for-profit, 4-year or above","5,000 - 9,999",$10K - $100K,$100K+,Doctoral Universities: Higher Research Activity,Not a Land Grant Institution,University Presidents
128,"Pappas, Richard ",Y,Male,Not available,Not available,Yes,Yes,Yes,Other Applied,Traditionalist,7-10,Not available,"Private not-for-profit, 4-year or above","5,000 - 9,999",$0K - $.1K,$1K - $10K,Master's Colleges & Universities: Larger Programs,Not a Land Grant Institution,University Presidents
129,"Quillen, Carol ",Y,Female,Baby Boomers,50-59,Yes,No,Yes,Social Science,Traditionalist,4-6,Not available,"Private not-for-profit, 4-year or above","1,000 - 4,999",$1K - $10K,$100K+,Baccalaureate Colleges: Arts & Sciences Focus,Not a Land Grant Institution,University Presidents
130,"Wood, Chris ",Y,Male,Not available,Not available,No,Yes,No,Not available,Traveler,0-3,Not available,"Private not-for-profit, 4-year or above","Under 1,000",$0K - $.1K,$10K - $100K,Baccalaureate Colleges: Arts & Sciences Focus,Not a Land Grant Institution,University Presidents
131,"Pedrone, Dino ",Y,Male,Baby Boomers,60-69,Yes,No,Yes,Religion,Traveler,7-10,Not available,"Private not-for-profit, 4-year or above","Under 1,000",$0K - $.1K,$1K - $10K,Special Focus Four-Year: Faith-Related Institutions,Not a Land Grant Institution,University Presidents
132,"LoBasso, Tom ",Y,Male,Not available,Not available,Yes,Yes,Yes,Other Applied,Traditionalist,0-3,Provost,"Public, 4-year or above","10,000 - 19,999",$0K - $.1K,$1K - $10K,Baccalaureate/Associate's Colleges: Mixed Baccalaureate/Associate's,Not a Land Grant Institution,University Presidents
133,"Rooney, Paula M. ",Y,Female,Not available,Not available,Yes,Yes,Yes,Not available,Traditionalist,15+,Not available,"Private not-for-profit, 4-year or above","1,000 - 4,999",$0K - $.1K,$10K - $100K,Baccalaureate/Associate's Colleges: Mixed Baccalaureate/Associate's,Not a Land Grant Institution,University Presidents
134,"Mankey, Richanne ",Y,Female,Baby Boomers,50-59,Yes,Yes,Yes,Other Applied,Traveler,0-3,Not available,"Private not-for-profit, 4-year or above","Under 1,000",$0K - $.1K,$10K - $100K,Baccalaureate Colleges: Diverse Fields,Not a Land Grant Institution,University Presidents
135,"Williams, Harry L. ",Y,Male,Not available,Not available,Yes,Yes,Yes,Other Applied,Traveler,7-10,Provost,"Public, 4-year or above","1,000 - 4,999",$1K - $10K,$1K - $10K,Master's Colleges & Universities: Medium Programs,Land Grant Institution,University Presidents
136,"Gallo, Maria ",Y,Female,Baby Boomers,50-59,Yes,Yes,Yes,Medical,Traditionalist,0-3,Dean,"Private not-for-profit, 4-year or above","1,000 - 4,999",$.1K - $1K,$10K - $100K,Master's Colleges & Universities: Small Programs,Not a Land Grant Institution,University Presidents
137,"William ""Bill"" LaForge",Y,Male,Baby Boomers,50-59,Yes,Yes,Yes,Law,Traveler,4-6,Not available,"Public, 4-year or above","1,000 - 4,999",$0K - $.1K,$1K - $10K,Master's Colleges & Universities: Larger Programs,Not a Land Grant Institution,University Presidents
138,"Weinberg, Adam S. ",Y,Male,Baby Boomers,50-59,Yes,Yes,Yes,Social Science,Traveler,4-6,Provost,"Private not-for-profit, 4-year or above","1,000 - 4,999",$.1K - $1K,$100K+,Baccalaureate Colleges: Arts & Sciences Focus,Not a Land Grant Institution,University Presidents
140,"McCoy, D.  Mark  ",Y,Male,Not available,Not available,Yes,Yes,Yes,Arts/Humanities,Traveler,0-3,Dean,"Private not-for-profit, 4-year or above","1,000 - 4,999",$0K - $.1K,$100K+,Baccalaureate Colleges: Arts & Sciences Focus,Not a Land Grant Institution,University Presidents
142,"Weissman, Neil ",Y,Male,Not available,Not available,Yes,Yes,Yes,Social Science,Traditionalist,0-3,Provost,"Private not-for-profit, 4-year or above","1,000 - 4,999",$1K - $10K,$100K+,Baccalaureate Colleges: Arts & Sciences Focus,Not a Land Grant Institution,University Presidents
143,"Mitzel, Thomas ",Y,Male,Generation X,40-49,Yes,No,Yes,Science/Math,Traveler,0-3,Dean,"Public, 4-year or above","1,000 - 4,999",$.1K - $1K,$10K - $100K,Baccalaureate Colleges: Diverse Fields,Not a Land Grant Institution,University Presidents
144,"Kimbrough, Walter ",Y,Male,Generation X,50-59,Yes,Yes,Yes,Other Applied,Traditionalist,4-6,Not available,"Private not-for-profit, 4-year or above","1,000 - 4,999",$0K - $.1K,$10K - $100K,Baccalaureate Colleges: Arts & Sciences Focus,Not a Land Grant Institution,University Presidents
145,"Ahumada, Martin M. ",Y,Male,Not available,Not available,Yes,Yes,Yes,Other Applied,Traditionalist,0-3,Provost,"Public, 4-year or above","1,000 - 4,999",$.1K - $1K,$1K - $10K,Tribal Colleges,Land Grant Institution,University Presidents
147,"Williams, Richard ",Y,Male,Not available,Not available,Yes,Yes,Yes,Other Applied,Traditionalist,Not available,Provost,"Public, 4-year or above","5,000 - 9,999",$0K - $.1K,$1K - $10K,Baccalaureate/Associate's Colleges: Mixed Baccalaureate/Associate's,Not a Land Grant Institution,University Presidents
148,"Carter, Jacque ",Y,Male,Not available,Not available,Yes,Yes,Yes,Science/Math,Traveler,4-6,Provost,"Private not-for-profit, 4-year or above","1,000 - 4,999",$0K - $.1K,$100K+,Baccalaureate Colleges: Arts & Sciences Focus,Not a Land Grant Institution,University Presidents
152,"Carroll, Donna M. ",Y,Female,Not available,Not available,Yes,Yes,Yes,Other Applied,Traditionalist,15+,Not available,"Private not-for-profit, 4-year or above","1,000 - 4,999",$0K - $.1K,$1K - $10K,Master's Colleges & Universities: Larger Programs,Not a Land Grant Institution,University Presidents
153,"Marcy, Mary B. ",Y,Female,Generation X,50-59,Yes,Yes,Yes,Social Science,Traditionalist,4-6,Provost,"Private not-for-profit, 4-year or above","1,000 - 4,999",$0K - $.1K,$10K - $100K,Master's Colleges & Universities: Medium Programs,Not a Land Grant Institution,University Presidents
156,"Hoekstra, Erik ",Y,Male,Generation X,50-59,Yes,Yes,Yes,Other Applied,Traveler,4-6,Provost,"Private not-for-profit, 4-year or above","1,000 - 4,999",$.1K - $1K,$10K - $100K,Baccalaureate Colleges: Diverse Fields,Not a Land Grant Institution,University Presidents
157,"Inserra, Albert ",Y,Male,Not available,Not available,Yes,Yes,No,Other Applied,Traveler,0-3,Not available,"Private not-for-profit, 4-year or above","1,000 - 4,999",$0K - $.1K,$1K - $10K,Master's Colleges & Universities: Larger Programs,Not a Land Grant Institution,University Presidents
158,"Martin, Marty ",Y,Male,Not available,Not available,Yes,Yes,Yes,Law,Traveler,0-3,Dean,"Private not-for-profit, 4-year or above","1,000 - 4,999",$.1K - $1K,$10K - $100K,Master's Colleges & Universities: Larger Programs,Not a Land Grant Institution,University Presidents
159,"Fry, John Anderson ",Y,Male,Not available,Not available,No,Yes,Yes,Not available,Traditionalist,7-10,Not available,"Private not-for-profit, 4-year or above","20,000 and above",$1K - $10K,$10K - $100K,Doctoral Universities: Higher Research Activity,Not a Land Grant Institution,University Presidents
160,"Cloyd, J. Timothy ",Y,Male,Baby Boomers,50-59,Yes,Yes,Yes,Social Science,Traveler,0-3,Not available,"Private not-for-profit, 4-year or above","1,000 - 4,999",$0K - $.1K,$10K - $100K,Master's Colleges & Universities: Medium Programs,Not a Land Grant Institution,University Presidents
161,"Brodhead, Richard ",Y,Male,Baby Boomers,70-79,Yes,Yes,Yes,Arts/Humanities,Traveler,11-15,Dean,"Private not-for-profit, 4-year or above","10,000 - 19,999",$10K - $100K,$100K+,Doctoral Universities: Highest Research Activity,Not a Land Grant Institution,University Presidents
162,"Wagner, Richard ",Y,Male,Not available,Not available,Yes,Yes,Yes,Other Applied,Traditionalist,7-10,Provost,"Private not-for-profit, 4-year or above","1,000 - 4,999",$.1K - $1K,$10K - $100K,Baccalaureate/Associate's Colleges: Mixed Baccalaureate/Associate's,Not a Land Grant Institution,University Presidents
163,"Gormley, Kenneth G.  ",Y,Male,Baby Boomers,60-69,Yes,No,Yes,Law,Traditionalist,0-3,Dean,"Private not-for-profit, 4-year or above","5,000 - 9,999",$1K - $10K,$10K - $100K,Doctoral Universities: Higher Research Activity,Not a Land Grant Institution,University Presidents
164,"Mariani, William J. ",Y,Male,Baby Boomers,60-69,Yes,Yes,Yes,Law,Traditionalist,0-3,Not available,"Private not-for-profit, 4-year or above","1,000 - 4,999",$0K - $.1K,$10K - $100K,Master's Colleges & Universities: Larger Programs,Not a Land Grant Institution,University Presidents
165,"Dawson, David ",Y,Male,Baby Boomers,70-79,Yes,Yes,Yes,Religion,Traditionalist,4-6,Provost,"Private not-for-profit, 4-year or above","1,000 - 4,999",$.1K - $1K,$100K+,Baccalaureate Colleges: Arts & Sciences Focus,Not a Land Grant Institution,University Presidents
166,"Staton , Cecil P ",Y,Male,Baby Boomers,50-59,Yes,Yes,Yes,Religion,Traveler,0-3,Not available,"Public, 4-year or above","20,000 and above",$.1K - $1K,$1K - $10K,Doctoral Universities: Higher Research Activity,Not a Land Grant Institution,University Presidents
167,"Hargrave, John R. ",Y,Male,Baby Boomers,60-69,Yes,No,Yes,Law,Traveler,7-10,Not available,"Public, 4-year or above","1,000 - 4,999",$0K - $.1K,$1K - $10K,Master's Colleges & Universities: Larger Programs,Not a Land Grant Institution,University Presidents
168,"Boehmer, Robert G. ",Y,Male,Baby Boomers,60-69,Yes,No,Yes,Law,Traveler,4-6,Not available,"Public, 4-year or above","1,000 - 4,999",$0K - $.1K,$0K - $.1K,Baccalaureate/Associate's Colleges: Associate's Dominant,Not a Land Grant Institution,University Presidents
169,"Welsh, Marcia G. ",Y,Female,Not available,Not available,Yes,Yes,Yes,Medical,Traditionalist,4-6,Provost,"Public, 4-year or above","5,000 - 9,999",$0K - $.1K,$1K - $10K,Master's Colleges & Universities: Medium Programs,Not a Land Grant Institution,University Presidents
170,"Noland, Brian ",Y,Male,Baby Boomers,50-59,Yes,Yes,Yes,Social Science,Traditionalist,Not available,Not available,"Public, 4-year or above","10,000 - 19,999",$.1K - $1K,$1K - $10K,Doctoral Universities: Moderate Research Activity,Not a Land Grant Institution,University Presidents
171,"Nuñez, Elsa M. ",Y,Female,Baby Boomers,60-69,Yes,Yes,Yes,Social Science,Traditionalist,11-15,Provost,"Public, 4-year or above","5,000 - 9,999",$.1K - $1K,$1K - $10K,Master's Colleges & Universities: Small Programs,Not a Land Grant Institution,University Presidents
172,"Glassman, David M.  ",Y,Male,Baby Boomers,60-69,Yes,Yes,Yes,Social Science,Traditionalist,0-3,Provost,"Public, 4-year or above","5,000 - 9,999",$.1K - $1K,$1K - $10K,Master's Colleges & Universities: Larger Programs,Not a Land Grant Institution,University Presidents
173,"Benson, Michael ",Y,Male,Generation X,40-49,Yes,Yes,Yes,Arts/Humanities,Traveler,4-6,Not available,"Public, 4-year or above","10,000 - 19,999",$0K - $.1K,$1K - $10K,Master's Colleges & Universities: Larger Programs,Not a Land Grant Institution,University Presidents
175,"Huxman, Susan Schultz ",Y,Female,Baby Boomers,50-59,Yes,Yes,Yes,Other Applied,Traditionalist,Not available,Not available,"Private not-for-profit, 4-year or above","1,000 - 4,999",$.1K - $1K,$10K - $100K,Master's Colleges & Universities: Small Programs,Not a Land Grant Institution,University Presidents
176,"Smith, James M. ",Y,Male,Baby Boomers,60-69,Yes,Yes,Yes,Other Applied,Traditionalist,0-3,Not available,"Public, 4-year or above","20,000 and above",$.1K - $1K,$1K - $10K,Doctoral Universities: Moderate Research Activity,Not a Land Grant Institution,University Presidents
177,"McGee, Corlis ",Y,Female,Generation X,50-59,Yes,Yes,Yes,Social Science,Traditionalist,11-15,Provost,"Private not-for-profit, 4-year or above","1,000 - 4,999",$0K - $.1K,$10K - $100K,Master's Colleges & Universities: Small Programs,Not a Land Grant Institution,University Presidents
178,"Gamble, Steven ",Y,Male,Silent Generation,70-79,Yes,Yes,Yes,Social Science,Traveler,15+,Provost,"Public, 4-year or above","5,000 - 9,999",$.1K - $1K,$1K - $10K,Master's Colleges & Universities: Medium Programs,Not a Land Grant Institution,University Presidents
179,"Insko, Tom ",Y,Male,Generation X,40-49,No,Yes,Yes,Not available,Traveler,0-3,Not available,"Public, 4-year or above","1,000 - 4,999",$.1K - $1K,$1K - $10K,Master's Colleges & Universities: Small Programs,Not a Land Grant Institution,University Presidents
180,"Duffett, Robert ",Y,Male,Baby Boomers,60-69,Yes,Yes,Yes,Other Applied,Traditionalist,4-6,Not available,"Private not-for-profit, 4-year or above","1,000 - 4,999",$0K - $.1K,$1K - $10K,Master's Colleges & Universities: Larger Programs,Not a Land Grant Institution,University Presidents
181,"Homan, Richard V. ",Y,Male,Baby Boomers,60-69,Yes,No,Yes,Medical,Traveler,4-6,Dean,"Public, 4-year or above","1,000 - 4,999",$10K - $100K,$10K - $100K,Special Focus Four-Year: Medical Schools & Centers,Not a Land Grant Institution,University Presidents
182,"Cullinan, Mary ",Y,Female,Baby Boomers,60-69,Yes,Yes,Yes,Arts/Humanities,Traditionalist,0-3,Provost,"Public, 4-year or above","10,000 - 19,999",$.1K - $1K,$1K - $10K,Master's Colleges & Universities: Larger Programs,Not a Land Grant Institution,University Presidents
185,"Eastman, Donald R.  III",Y,Male,Baby Boomers,70-79,Yes,Yes,Yes,Arts/Humanities,Traveler,15+,Not available,"Private not-for-profit, 4-year or above","1,000 - 4,999",$.1K - $1K,$10K - $100K,Baccalaureate Colleges: Arts & Sciences Focus,Not a Land Grant Institution,University Presidents
188,"Flanagan, Scott ",Y,Male,Generation X,40-49,Yes,Yes,Yes,Other Applied,Traveler,0-3,Not available,"Private not-for-profit, 4-year or above","1,000 - 4,999",$0K - $.1K,$10K - $100K,Doctoral Universities: Moderate Research Activity,Not a Land Grant Institution,University Presidents
189,"Walker , H. Fred ",Y,Male,Generation X,40-49,Yes,Yes,Yes,Other Applied,Traveler,0-3,Dean,"Public, 4-year or above","5,000 - 9,999",$0K - $.1K,$1K - $10K,Master's Colleges & Universities: Larger Programs,Not a Land Grant Institution,University Presidents
190,"Glover, Nathaniel ",Y,Male,Not available,Not available,No,Yes,Yes,Not available,Traveler,4-6,Not available,"Private not-for-profit, 4-year or above","1,000 - 4,999",$0K - $.1K,$1K - $10K,Baccalaureate Colleges: Diverse Fields,Not a Land Grant Institution,University Presidents
191,"Strikwerda, Carl ",Y,Male,Baby Boomers,60-69,Yes,Yes,Yes,Social Science,Traditionalist,4-6,Dean,"Private not-for-profit, 4-year or above","1,000 - 4,999",$0K - $.1K,$10K - $100K,Baccalaureate Colleges: Arts & Sciences Focus,Not a Land Grant Institution,University Presidents
193,"VanAken, Troy ",Y,Male,Generation X,50-59,Yes,No,Yes,Science/Math,Traditionalist,0-3,Not available,"Private not-for-profit, 4-year or above","1,000 - 4,999",$0K - $.1K,$10K - $100K,Master's Colleges & Universities: Medium Programs,Not a Land Grant Institution,University Presidents
194,"Smith, Norman ",Y,Male,Baby Boomers,70-79,Yes,Yes,Yes,Other Applied,Traveler,0-3,Not available,"Private not-for-profit, 4-year or above","1,000 - 4,999",$0K - $.1K,$10K - $100K,Baccalaureate Colleges: Arts & Sciences Focus,Not a Land Grant Institution,University Presidents
195,"Lambert, Leo M ",Y,Male,Baby Boomers,60-69,Yes,Yes,Yes,Not available,Traditionalist,15+,Provost,"Private not-for-profit, 4-year or above","5,000 - 9,999",$0K - $.1K,$10K - $100K,Master's Colleges & Universities: Medium Programs,Not a Land Grant Institution,University Presidents
196,"Brady, Tim ",Y,Male,Baby Boomers,60-69,Yes,Yes,Yes,Other Applied,Traveler,Not available,Provost,"Private not-for-profit, 4-year or above","5,000 - 9,999",$1K - $10K,$10K - $100K,Master's Colleges & Universities: Larger Programs,Not a Land Grant Institution,University Presidents
197,"Ayers, Frank ",Y,Male,Baby Boomers,60-69,Yes,Yes,Yes,Other Applied,Traveler,7-10,Not available,"Private not-for-profit, 4-year or above","1,000 - 4,999",$.1K - $1K,$10K - $100K,Baccalaureate Colleges: Diverse Fields,Not a Land Grant Institution,University Presidents
198,"Watret, John R. ",Y,Male,Not available,Not available,Yes,Yes,Yes,Science/Math,Traditionalist,0-3,Provost,"Private not-for-profit, 4-year or above","10,000 - 19,999",$0K - $.1K,$.1K - $1K,Special Focus Four-Year: Other Technology-Related Schools,Not a Land Grant Institution,University Presidents
199,"Pelton, M. Lee ",Y,Male,Baby Boomers,60-69,Yes,No,Yes,Arts/Humanities,Traditionalist,4-6,Dean,"Private not-for-profit, 4-year or above","1,000 - 4,999",$.1K - $1K,$10K - $100K,Master's Colleges & Universities: Larger Programs,Not a Land Grant Institution,University Presidents
203,"Schrum, Jake B. ",Y,Male,Baby Boomers,70-79,Yes,Yes,Yes,Not available,Traditionalist,Not available,Not available,"Private not-for-profit, 4-year or above","1,000 - 4,999",$.1K - $1K,$10K - $100K,Baccalaureate Colleges: Arts & Sciences Focus,Not a Land Grant Institution,University Presidents
204,"Sterk, Claire E. ",Y,Female,Baby Boomers,60-69,Yes,Yes,Yes,Social Science,Traveler,0-3,Provost,"Private not-for-profit, 4-year or above","10,000 - 19,999",$10K - $100K,$100K+,Doctoral Universities: Highest Research Activity,Not a Land Grant Institution,University Presidents
205,"Garrett, Allison D. ",Y,Female,Baby Boomers,50-59,Yes,Yes,Yes,Law,Traveler,0-3,Provost,"Public, 4-year or above","5,000 - 9,999",$0K - $.1K,$10K - $100K,Master's Colleges & Universities: Larger Programs,Not a Land Grant Institution,University Presidents
206,"Wylie, Richard E. ",Y,Male,Silent Generation,70-79,Yes,Yes,Yes,Other Applied,Traditionalist,15+,Dean,"Private not-for-profit, 4-year or above","1,000 - 4,999",$0K - $.1K,$10K - $100K,Master's Colleges & Universities: Larger Programs,Not a Land Grant Institution,University Presidents
209,"Arnold, J. David ",Y,Male,Baby Boomers,60-69,Yes,Yes,Yes,Social Science,Traditionalist,0-3,Provost,"Private not-for-profit, 4-year or above","Under 1,000",$0K - $.1K,$10K - $100K,Baccalaureate Colleges: Diverse Fields,Not a Land Grant Institution,University Presidents
210,"Bell,  Jamel Santa Cruze ",Y,Female,Millennials,30-39,Yes,Yes,Yes,Other Applied,Traditionalist,0-3,Not available,"Private not-for-profit, 4-year or above","Under 1,000",$0K - $.1K,$10K - $100K,Baccalaureate Colleges: Diverse Fields,Not a Land Grant Institution,University Presidents
211,"Taylor, Carol A. ",Y,Female,Baby Boomers,60-69,Yes,Yes,Yes,Other Applied,Traveler,4-6,Not available,"Private not-for-profit, 4-year or above","1,000 - 4,999",$0K - $.1K,$1K - $10K,Master's Colleges & Universities: Small Programs,Not a Land Grant Institution,University Presidents
213,"Ebersole, John F. ",Y,Male,Baby Boomers,60-69,Yes,Yes,Yes,Law,Traditionalist,11-15,Dean,"Private not-for-profit, 4-year or above","20,000 and above",$0K - $.1K,$0K - $.1K,Master's Colleges & Universities: Larger Programs,Not a Land Grant Institution,University Presidents
215,"Capuano, Christopher A.",Y,Male,Not available,Not available,Yes,Yes,Yes,Science/Math,Traditionalist,0-3,Provost,"Private not-for-profit, 4-year or above","5,000 - 9,999",$0K - $.1K,$1K - $10K,Doctoral Universities: Moderate Research Activity,Not a Land Grant Institution,University Presidents
217,"Rose, Maria C. ",Y,Female,Not available,Not available,Yes,Yes,Yes,Other Applied,Traditionalist,4-6,Provost,"Public, 4-year or above","1,000 - 4,999",$0K - $.1K,$0K - $.1K,Master's Colleges & Universities: Small Programs,Not a Land Grant Institution,University Presidents
219,"Nader, John S. ",Y,Male,Not available,Not available,Yes,Yes,Yes,Social Science,Traveler,0-3,Provost,"Public, 4-year or above","5,000 - 9,999",$.1K - $1K,$.1K - $1K,Baccalaureate Colleges: Diverse Fields,Not a Land Grant Institution,University Presidents
220,"Brown, Joyce F. ",Y,Female,Baby Boomers,50-59,Yes,Yes,Yes,Other Applied,Traveler,15+,Not available,"Public, 4-year or above","5,000 - 9,999",$0K - $.1K,$1K - $10K,Master's Colleges & Universities: Small Programs,Not a Land Grant Institution,University Presidents
221,"Williams, Mike ",Y,Male,Baby Boomers,50-59,Yes,Yes,Yes,Other Applied,Traditionalist,0-3,Not available,"Private not-for-profit, 4-year or above","1,000 - 4,999",$0K - $.1K,$1K - $10K,Master's Colleges & Universities: Small Programs,Not a Land Grant Institution,University Presidents
222,"Anderson, James A. ",Y,Male,Baby Boomers,60-69,Yes,No,Yes,Social Science,Traditionalist,7-10,Not available,"Public, 4-year or above","5,000 - 9,999",$.1K - $1K,$1K - $10K,Master's Colleges & Universities: Medium Programs,Not a Land Grant Institution,University Presidents
223,"Prisco, Anne M. ",Y,Female,Baby Boomers,60-69,Yes,Yes,Yes,Social Science,Traveler,4-6,Not available,"Private not-for-profit, 4-year or above","1,000 - 4,999",$0K - $.1K,$1K - $10K,Master's Colleges & Universities: Small Programs,Not a Land Grant Institution,University Presidents
224,"Eisler, David L. ",Y,Male,Baby Boomers,60-69,Yes,Yes,Yes,Arts/Humanities,Traditionalist,11-15,Provost,"Public, 4-year or above","10,000 - 19,999",$0K - $.1K,$1K - $10K,Master's Colleges & Universities: Medium Programs,Not a Land Grant Institution,University Presidents
225,"Spooner, Joseph Carson  ",Y,Male,Generation X,40-49,Yes,Yes,Yes,Social Science,Traditionalist,0-3,Dean,"Private not-for-profit, 4-year or above","1,000 - 4,999",$0K - $.1K,$10K - $100K,Baccalaureate Colleges: Diverse Fields,Not a Land Grant Institution,University Presidents
226,"Rogers, Katrina ",Y,Female,Baby Boomers,50-59,Yes,Yes,Yes,Social Science,Traditionalist,4-6,Provost,"Private not-for-profit, 4-year or above","1,000 - 4,999",$.1K - $1K,$1K - $10K,Doctoral Universities: Moderate Research Activity,Not a Land Grant Institution,University Presidents
227,"Johnson, Philip ",Y,Male,Not available,Not available,Yes,Yes,Yes,Not available,Traveler,7-10,Dean,"Private not-for-profit, 4-year or above","Under 1,000",$0K - $.1K,$10K - $100K,Baccalaureate Colleges: Diverse Fields,Not a Land Grant Institution,University Presidents
228,"McGovern, Thomas M. ",Y,Male,Not available,Not available,Yes,Yes,Yes,Other Applied,Traveler,7-10,Not available,"Private not-for-profit, 4-year or above","1,000 - 4,999",$0K - $.1K,$0K - $.1K,Baccalaureate/Associate's Colleges: Mixed Baccalaureate/Associate's,Not a Land Grant Institution,University Presidents
229,"Sims, Frank L. ",Y,Male,Not available,Not available,Yes,No,Yes,Not available,Traveler,0-3,Not available,"Private not-for-profit, 4-year or above","Under 1,000",$1K - $10K,$10K - $100K,Baccalaureate Colleges: Arts & Sciences Focus,Not a Land Grant Institution,University Presidents
230,"Lapidus, Richard S. ",Y,Male,Not available,Not available,Yes,Yes,Yes,Other Applied,Traditionalist,0-3,Dean,"Public, 4-year or above","5,000 - 9,999",$0K - $.1K,$1K - $10K,Master's Colleges & Universities: Larger Programs,Not a Land Grant Institution,University Presidents
231,"Abare, William T.   Jr.",Y,Male,Not available,Not available,Yes,Yes,Yes,Not available,Traditionalist,15+,Dean,"Private not-for-profit, 4-year or above","1,000 - 4,999",$0K - $.1K,$10K - $100K,Baccalaureate Colleges: Diverse Fields,Not a Land Grant Institution,University Presidents
233,"Robinson, Larry ",Y,Male,Not available,Not available,Yes,No,Yes,Science/Math,Traveler,Not available,Provost,"Public, 4-year or above","5,000 - 9,999",$1K - $10K,$1K - $10K,Doctoral Universities: Higher Research Activity,Land Grant Institution,University Presidents
234,"Kelly, John ",Y,Male,Not available,Not available,Yes,Yes,Yes,Not available,Traditionalist,0-3,Not available,"Public, 4-year or above","20,000 and above",$.1K - $1K,$10K - $100K,Doctoral Universities: Higher Research Activity,Not a Land Grant Institution,University Presidents
235,"Payne, H. E.   Jr.",Y,Male,Baby Boomers,60-69,Yes,Yes,Yes,Other Applied,Traditionalist,7-10,Not available,"Private not-for-profit, 4-year or above","Under 1,000",$0K - $.1K,$10K - $100K,Baccalaureate/Associate's Colleges: Mixed Baccalaureate/Associate's,Not a Land Grant Institution,University Presidents
236,"Barrett, Lawrence ",Y,Male,Not available,Not available,Yes,No,No,Other Applied,Traditionalist,0-3,Dean,"Public, 4-year or above","1,000 - 4,999",$0K - $.1K,$1K - $10K,Baccalaureate/Associate's Colleges: Associate's Dominant,Not a Land Grant Institution,University Presidents
237,"Bradshaw, Wilson G. ",Y,Male,Not available,Not available,Yes,Yes,Yes,Science/Math,Traditionalist,7-10,Provost,"Public, 4-year or above","10,000 - 19,999",$.1K - $1K,$1K - $10K,Master's Colleges & Universities: Larger Programs,Not a Land Grant Institution,University Presidents
238,"McCay, T. Dwayne ",Y,Male,Not available,Not available,Yes,Yes,Yes,Science/Math,Traveler,0-3,Provost,"Private not-for-profit, 4-year or above","5,000 - 9,999",$1K - $10K,$10K - $100K,Doctoral Universities: Higher Research Activity,Not a Land Grant Institution,University Presidents
240,"Rosenberg, Mark ",Y,Male,Baby Boomers,60-69,Yes,Yes,Yes,Social Science,Traveler,7-10,Provost,"Public, 4-year or above","20,000 and above",$1K - $10K,$1K - $10K,Doctoral Universities: Highest Research Activity,Not a Land Grant Institution,University Presidents
241,"Artis, Roslyn Clark ",Y,Female,Generation X,40-49,Yes,No,Yes,Other Applied,Traveler,0-3,Provost,"Private not-for-profit, 4-year or above","1,000 - 4,999",$0K - $.1K,$1K - $10K,Baccalaureate Colleges: Diverse Fields,Not a Land Grant Institution,University Presidents
242,"Kerr, Anne B ",Y,Female,Not available,Not available,Yes,Yes,Yes,Not available,Traditionalist,11-15,Not available,"Private not-for-profit, 4-year or above","1,000 - 4,999",$0K - $.1K,$10K - $100K,Master's Colleges & Universities: Small Programs,Not a Land Grant Institution,University Presidents
